#Data tag : v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/pb),recorded(/pb)
273302:4919,05/13/16 02:13:38,459,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,17.532,16.819
273402:4924,05/14/16 01:49:19,193,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,7.180,6.792
273403:4924,05/14/16 03:05:27,53,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,1.979,1.878
273404:4924,05/14/16 03:31:50,18,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,0.667,0.630
273405:4924,05/14/16 03:42:33,24,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,0.887,0.824
273406:4924,05/14/16 03:56:09,112,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,4.072,3.888
273408:4924,05/14/16 04:52:04,6,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,0.215,0.186
273409:4924,05/14/16 04:56:41,309,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,10.825,9.726
273410:4924,05/14/16 06:59:49,90,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,3.066,2.817
273411:4924,05/14/16 07:38:50,29,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,0.811,0.759
273425:4925,05/14/16 11:17:57,671,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,28.935,27.512
273446:4926,05/14/16 20:06:55,33,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,2.356,2.203
273447:4926,05/14/16 20:26:09,411,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,28.003,26.660
273448:4926,05/14/16 23:11:51,391,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,24.525,23.334
273449:4926,05/15/16 01:50:28,208,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,12.302,11.742
273450:4926,05/15/16 03:19:37,643,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,34.664,33.191
273492:4930,05/16/16 09:07:35,265,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,13.076,12.517
273493:4930,05/16/16 10:55:49,230,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,11.124,10.691
273494:4930,05/16/16 12:28:40,192,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,8.995,8.704
273502:4935,05/16/16 20:00:07,989,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,50.152,48.296
273503:4935,05/17/16 02:31:25,598,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,27.007,26.175
273554:4942,05/18/16 05:30:44,361,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,28.811,27.628
273555:4942,05/18/16 07:55:51,173,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,13.018,12.598
273725:4947,05/20/16 02:37:26,2462,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,165.113,159.616
273728:4947,05/20/16 19:02:03,100,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,5.267,5.062
273730:4947,05/20/16 19:47:25,2121,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,91.856,89.503
274094:4953,05/27/16 02:21:04,225,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,10.454,10.059
274146:4956,05/27/16 22:11:21,64,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,5.554,5.271
274157:4958,05/28/16 11:50:04,426,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,43.405,41.203
274159:4958,05/28/16 14:43:47,43,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,4.141,3.669
274160:4958,05/28/16 15:02:52,207,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,19.355,18.560
274161:4958,05/28/16 16:26:18,516,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,45.025,43.482
274172:4960,05/29/16 00:45:19,65,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,7.203,6.380
274198:4961,05/29/16 20:00:35,111,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,13.791,12.695
274199:4961,05/29/16 20:45:19,623,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,72.396,69.534
274200:4961,05/30/16 00:53:47,674,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,68.458,66.426
274240:4964,05/30/16 13:59:19,81,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,10.941,10.329
274241:4964,05/30/16 14:43:35,1166,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,142.007,137.221
274244:4964,05/30/16 22:37:51,593,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,61.396,59.428
274250:4965,05/31/16 05:56:17,701,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,102.808,97.297
274251:4965,05/31/16 10:30:54,546,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,69.299,67.084
274283:4976,06/01/16 03:25:26,18,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,2.980,0.359
274284:4976,06/01/16 03:34:51,208,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,32.295,30.692
274286:4976,06/01/16 05:04:18,154,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,23.237,22.241
274314:4979,06/01/16 15:02:56,61,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,10.854,9.757
274315:4979,06/01/16 15:32:32,423,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,71.695,68.196
274316:4979,06/01/16 18:20:25,959,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,138.675,134.065
274317:4979,06/02/16 00:39:53,3,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,0.397,0.310
274319:4979,06/02/16 00:56:19,225,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,29.056,28.103
274335:4980,06/02/16 09:10:43,944,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,152.993,146.492
274336:4980,06/02/16 15:25:02,14,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,2.062,1.790
274337:4980,06/02/16 15:33:18,15,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,2.199,1.831
274338:4980,06/02/16 15:41:22,698,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,97.017,91.494
274339:4980,06/02/16 20:15:40,90,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,11.605,11.141
274344:4980,06/02/16 21:29:06,627,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,74.469,71.996
274345:4980,06/03/16 01:37:46,170,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,18.842,18.267
274382:4984,06/03/16 15:37:56,51,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,8.189,7.623
274387:4985,06/03/16 19:10:09,352,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,63.274,59.661
274388:4985,06/03/16 21:32:38,1820,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,270.811,261.039
274420:4988,06/04/16 20:17:21,175,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,30.261,28.799
274421:4988,06/04/16 21:28:04,342,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,57.589,55.267
274422:4988,06/04/16 23:46:51,2207,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,293.872,284.958
274440:4990,06/05/16 19:32:38,402,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,67.961,65.180
274441:4990,06/05/16 22:13:06,431,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,67.851,65.643
274442:4990,06/06/16 01:05:09,752,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3,105.162,101.739
274954:5005,06/11/16 09:40:51,20,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,1.190,0.991
274955:5005,06/11/16 09:52:07,91,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,5.140,4.904
274968:5013,06/11/16 22:51:22,1192,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,207.879,198.787
274969:5013,06/12/16 06:41:54,1003,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,139.618,130.137
274970:5013,06/12/16 13:12:54,47,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,5.862,4.426
274971:5013,06/12/16 13:33:30,905,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,103.787,100.583
274998:5017,06/13/16 04:19:54,719,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,122.581,115.887
274999:5017,06/13/16 09:04:45,1241,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,173.325,167.347
275000:5017,06/13/16 17:15:35,136,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,16.815,16.276
275001:5017,06/13/16 18:12:42,2057,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,209.271,203.827
275059:5020,06/14/16 16:49:52,37,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,6.877,6.238
275066:5020,06/14/16 17:45:35,96,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4,19.693,18.717
275067:5020,06/14/16 18:28:40,392,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,75.485,72.729
275068:5020,06/14/16 21:09:42,915,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,151.734,145.890
275073:5020,06/15/16 03:32:47,517,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,72.504,69.946
275074:5020,06/15/16 07:00:06,646,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,80.523,78.015
275124:5021,06/15/16 17:50:26,324,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,59.979,57.282
275125:5021,06/15/16 20:00:21,989,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,160.053,153.206
275282:5024,06/17/16 00:06:15,90,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,15.959,15.121
275283:5024,06/17/16 00:43:11,132,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,23.908,22.766
275284:5024,06/17/16 01:36:53,74,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,13.124,12.636
275290:5024,06/17/16 03:58:56,48,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,7.827,2.724
275291:5024,06/17/16 04:28:35,347,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,54.356,52.618
275292:5024,06/17/16 06:46:47,121,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,16.754,15.968
275293:5024,06/17/16 07:37:27,200,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,26.526,25.627
275309:5026,06/17/16 13:48:15,563,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,87.363,84.180
275310:5026,06/17/16 17:32:53,1929,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,235.747,228.560
275311:5026,06/18/16 06:07:07,1253,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v5,113.313,110.613
275319:5027,06/18/16 18:56:15,142,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,26.341,24.989
275337:5027,06/18/16 21:26:04,427,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,72.967,70.069
275338:5027,06/19/16 00:15:37,520,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,79.636,77.062
275344:5028,06/19/16 08:18:25,281,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,53.514,51.398
275345:5028,06/19/16 10:12:11,353,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,63.567,60.786
275370:5029,06/19/16 16:19:29,285,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,55.495,52.765
275371:5029,06/19/16 18:16:49,564,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,100.711,96.380
275375:5030,06/20/16 02:17:12,1323,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,218.952,210.812
275376:5030,06/20/16 10:55:04,3095,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,341.868,332.912
275657:5038,06/24/16 03:32:32,105,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,21.937,20.104
275658:5038,06/24/16 04:16:07,337,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,69.498,65.783
275659:5038,06/24/16 06:31:38,17,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,3.357,3.243
275761:5043,06/25/16 04:24:16,9,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,1.949,1.707
275767:5043,06/25/16 05:31:36,4,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,0.818,0.722
275772:5043,06/25/16 06:28:17,56,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,11.014,10.594
275773:5043,06/25/16 06:53:33,7,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,1.355,1.210
275774:5043,06/25/16 07:01:55,312,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,58.981,56.386
275776:5043,06/25/16 09:11:23,140,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,25.114,23.845
275777:5043,06/25/16 10:12:24,300,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,51.197,49.162
275778:5043,06/25/16 12:13:15,305,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,48.728,46.971
275782:5043,06/25/16 14:44:49,761,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,106.333,102.353
275832:5045,06/26/16 17:18:04,367,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,79.186,74.243
275833:5045,06/26/16 19:45:07,248,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,49.203,47.422
275834:5045,06/26/16 21:26:02,297,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,55.309,53.227
275835:5045,06/26/16 23:24:23,13,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,2.328,2.122
275836:5045,06/26/16 23:32:00,1277,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,198.714,189.644
275837:5045,06/27/16 07:59:11,715,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,88.582,85.912
275847:5045,06/27/16 13:59:22,2263,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,210.336,205.317
275886:5048,06/28/16 08:40:35,37,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,8.225,7.744
275890:5048,06/28/16 09:27:45,1392,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,251.016,241.038
275911:5052,06/29/16 01:49:35,377,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,78.195,74.878
275912:5052,06/29/16 04:21:23,289,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,55.384,53.246
275913:5052,06/29/16 06:19:55,475,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,82.678,78.577
275918:5052,06/29/16 09:29:20,332,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,52.855,51.039
275920:5052,06/29/16 11:56:25,459,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,65.579,62.973
275921:5052,06/29/16 14:59:30,8,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,1.101,1.033
275923:5052,06/29/16 15:17:42,114,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,15.361,14.916
275931:5052,06/29/16 16:34:22,85,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,11.035,10.722
275963:5056,06/30/16 01:02:54,90,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,21.061,19.954
276092:5060,07/01/16 02:14:32,76,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,16.119,15.083
276097:5060,07/01/16 03:07:31,507,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,105.900,101.625
276242:5069,07/02/16 14:05:34,1644,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,289.403,275.474
276243:5069,07/03/16 00:56:20,608,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,84.829,80.003
276244:5069,07/03/16 05:04:17,1200,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,141.386,136.344
276282:5071,07/03/16 18:15:01,1066,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,219.082,210.162
276283:5071,07/04/16 01:14:13,1085,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,177.988,171.192
276315:5072,07/04/16 11:19:05,175,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,36.497,34.593
276317:5072,07/04/16 12:33:38,136,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,27.890,26.892
276318:5072,07/04/16 13:30:33,566,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,103.831,100.279
276355:5073,07/04/16 21:39:48,33,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,6.611,6.338
276361:5073,07/04/16 22:36:15,824,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,159.102,153.034
276363:5073,07/05/16 04:07:36,1478,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,221.746,212.058
276384:5073,07/05/16 13:47:06,1116,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,128.872,125.194
276437:5076,07/06/16 02:58:47,2125,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,379.474,364.938
276454:5076,07/06/16 18:08:15,527,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,67.782,65.824
276458:5076,07/07/16 02:00:22,341,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,35.012,34.209
276495:5078,07/07/16 11:20:57,182,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,40.740,38.884
276501:5078,07/07/16 12:47:40,2543,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,427.159,411.671
276502:5078,07/08/16 05:21:18,740,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,90.678,87.951
276525:5080,07/08/16 14:15:18,2786,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,427.358,413.058
276527:5080,07/09/16 08:34:41,214,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,23.837,23.094
276528:5080,07/09/16 10:01:49,391,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,40.594,39.543
276542:5083,07/09/16 16:32:22,784,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,159.489,151.716
276543:5083,07/09/16 21:39:40,948,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,157.668,151.988
276544:5083,07/10/16 03:53:47,160,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,23.529,22.600
276545:5083,07/10/16 04:59:24,206,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,28.357,27.387
276581:5085,07/10/16 12:24:16,366,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,78.780,75.637
276582:5085,07/10/16 14:52:29,871,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,158.962,153.540
276583:5085,07/10/16 20:34:28,52,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,8.477,8.046
276584:5085,07/10/16 20:59:17,2,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,0.324,0.177
276585:5085,07/10/16 21:31:21,242,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,37.401,35.841
276586:5085,07/10/16 23:10:31,751,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,102.906,99.526
276587:5085,07/11/16 04:14:31,1006,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,114.888,110.779
276653:5091,07/12/16 00:12:31,479,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,91.709,88.382
276655:5091,07/12/16 03:26:27,1105,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,176.130,165.415
276659:5091,07/12/16 10:39:13,251,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,33.639,30.783
276775:5093,07/12/16 21:26:43,1164,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,223.502,212.274
276776:5093,07/13/16 05:02:29,1823,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,251.526,242.983
276794:5093,07/13/16 17:05:19,885,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,92.206,89.856
276807:5095,07/14/16 03:24:10,155,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,32.957,31.086
276808:5095,07/14/16 04:28:59,875,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,167.948,161.488
276810:5095,07/14/16 10:15:44,287,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,47.916,45.897
276811:5095,07/14/16 12:15:34,2562,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,320.406,310.488
276831:5096,07/15/16 07:47:46,2634,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,427.027,410.764
276834:5096,07/16/16 01:42:10,720,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,77.937,74.848
276870:5097,07/16/16 11:02:01,3403,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,560.641,540.129
276935:5101,07/17/16 23:39:55,824,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,183.276,173.604
276940:5102,07/18/16 08:13:36,144,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,34.630,29.286
276946:5102,07/18/16 09:56:36,27,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,6.290,4.337
276947:5102,07/18/16 10:11:19,132,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,29.900,25.100
276948:5102,07/18/16 11:09:47,474,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,97.616,87.808
276950:5102,07/18/16 14:16:45,2353,HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v6,346.207,331.498
